#id,x,y,z,u,v,z
1482,-4.00,-34.50,0.00,0.000,-0.994,0.00
1483,-4.00,-33.50,0.00,0.000,-0.989,0.00
1484,-4.00,-32.50,0.00,0.000,-0.982,0.00
1485,-4.00,-31.50,0.00,0.000,-0.973,0.00
1486,-4.00,-30.50,0.00,0.000,-0.962,0.00
1487,-4.00,-29.50,0.00,0.000,-0.950,0.00
1488,-4.00,-28.50,0.00,0.000,-0.936,0.00
1489,-4.00,-27.50,0.00,0.000,-0.920,0.00
1490,-4.00,-26.50,0.00,0.000,-0.902,0.00
1491,-4.00,-25.50,0.00,0.000,-0.883,0.00
1492,-4.00,-24.50,0.00,0.000,-0.862,0.00
1493,-4.00,-23.50,0.00,0.000,-0.840,0.00
1494,-4.00,-22.50,0.00,0.000,-0.816,0.00
1495,-4.00,-21.50,0.00,0.000,-0.791,0.00
1496,-4.00,-20.50,0.00,0.000,-0.765,0.00
1497,-4.00,-19.50,0.00,0.000,-0.736,0.00
1498,-4.00,-18.50,0.00,0.000,-0.707,0.00
1499,-4.00,-17.50,0.00,0.000,-0.676,0.00
1500,-4.00,-16.50,0.00,0.000,-0.645,0.00
1501,-4.00,-15.50,0.00,0.000,-0.612,0.00
1502,-4.00,-14.50,0.00,0.000,-0.577,0.00
1503,-4.00,-13.50,0.00,0.000,-0.542,0.00
1504,-4.00,-12.50,0.00,0.000,-0.506,0.00
1505,-4.00,-11.50,0.00,0.000,-0.469,0.00
1506,-4.00,-10.50,0.00,0.000,-0.431,0.00
1507,-4.00,-9.50,0.00,0.000,-0.392,0.00
1508,-4.00,-8.50,0.00,0.000,-0.353,0.00
1509,-4.00,-7.50,0.00,0.000,-0.313,0.00
1510,-4.00,-6.50,0.00,0.000,-0.272,0.00
1511,-4.00,-5.50,0.00,0.000,-0.231,0.00
1512,-4.00,-4.50,0.00,0.000,-0.190,0.00
1513,-4.00,-3.50,0.00,0.000,-0.148,0.00
1514,-4.00,-2.50,0.00,0.000,-0.106,0.00
1515,-4.00,-1.50,0.00,0.000,-0.064,0.00
1516,-4.00,-0.50,0.00,0.000,-0.021,0.00
1517,-4.00,0.50,0.00,0.000,0.021,0.00
1518,-4.00,1.50,0.00,0.000,0.064,0.00
1519,-4.00,2.50,0.00,0.000,0.106,0.00
1520,-4.00,3.50,0.00,0.000,0.148,0.00
1521,-4.00,4.50,0.00,0.000,0.190,0.00
1522,-4.00,5.50,0.00,0.000,0.231,0.00
1523,-4.00,6.50,0.00,0.000,0.272,0.00
1524,-4.00,7.50,0.00,0.000,0.313,0.00
1525,-4.00,8.50,0.00,0.000,0.353,0.00
1526,-4.00,9.50,0.00,0.000,0.392,0.00
1527,-4.00,10.50,0.00,0.000,0.431,0.00
1528,-4.00,11.50,0.00,0.000,0.469,0.00
1529,-4.00,12.50,0.00,0.000,0.506,0.00
1530,-4.00,13.50,0.00,0.000,0.542,0.00
1531,-4.00,14.50,0.00,0.000,0.577,0.00
1532,-4.00,15.50,0.00,0.000,0.612,0.00
1533,-4.00,16.50,0.00,0.000,0.645,0.00
1534,-4.00,17.50,0.00,0.000,0.676,0.00
1535,-4.00,18.50,0.00,0.000,0.707,0.00
1536,-4.00,19.50,0.00,0.000,0.736,0.00
1537,-4.00,20.50,0.00,0.000,0.765,0.00
1538,-4.00,21.50,0.00,0.000,0.791,0.00
1539,-4.00,22.50,0.00,0.000,0.816,0.00
1540,-4.00,23.50,0.00,0.000,0.840,0.00
1541,-4.00,24.50,0.00,0.000,0.862,0.00
1542,-4.00,25.50,0.00,0.000,0.883,0.00
1543,-4.00,26.50,0.00,0.000,0.902,0.00
1544,-4.00,27.50,0.00,0.000,0.920,0.00
1545,-4.00,28.50,0.00,0.000,0.936,0.00
1546,-4.00,29.50,0.00,0.000,0.950,0.00
1547,-4.00,30.50,0.00,0.000,0.962,0.00
1548,-4.00,31.50,0.00,0.000,0.973,0.00
1549,-4.00,32.50,0.00,0.000,0.982,0.00
1550,-4.00,33.50,0.00,0.000,0.989,0.00
1551,-4.00,34.50,0.00,0.000,0.994,0.00
1552,-4.00,35.50,0.00,0.000,0.998,0.00
1553,-4.00,36.50,0.00,0.000,1.000,0.00
1554,-3.00,-36.50,0.00,0.000,-1.000,0.00
1555,-3.00,-35.50,0.00,0.000,-0.998,0.00
1556,-3.00,-34.50,0.00,0.000,-0.994,0.00
1557,-3.00,-33.50,0.00,0.000,-0.989,0.00
1558,-3.00,-32.50,0.00,0.000,-0.982,0.00
1559,-3.00,-31.50,0.00,0.000,-0.973,0.00
1560,-3.00,-30.50,0.00,0.000,-0.962,0.00
1561,-3.00,-29.50,0.00,0.000,-0.950,0.00
1562,-3.00,-28.50,0.00,0.000,-0.936,0.00
1563,-3.00,-27.50,0.00,0.000,-0.920,0.00
1564,-3.00,-26.50,0.00,0.000,-0.902,0.00
1565,-3.00,-25.50,0.00,0.000,-0.883,0.00
1566,-3.00,-24.50,0.00,0.000,-0.862,0.00
1567,-3.00,-23.50,0.00,0.000,-0.840,0.00
1568,-3.00,-22.50,0.00,0.000,-0.816,0.00
1569,-3.00,-21.50,0.00,0.000,-0.791,0.00
1570,-3.00,-20.50,0.00,0.000,-0.765,0.00
1571,-3.00,-19.50,0.00,0.000,-0.736,0.00
1572,-3.00,-18.50,0.00,0.000,-0.707,0.00
1573,-3.00,-17.50,0.00,0.000,-0.676,0.00
1574,-3.00,-16.50,0.00,0.000,-0.645,0.00
1575,-3.00,-15.50,0.00,0.000,-0.612,0.00
1576,-3.00,-14.50,0.00,0.000,-0.577,0.00
1577,-3.00,-13.50,0.00,0.000,-0.542,0.00
1578,-3.00,-12.50,0.00,0.000,-0.506,0.00
1579,-3.00,-11.50,0.00,0.000,-0.469,0.00
1580,-3.00,-10.50,0.00,0.000,-0.431,0.00
1581,-3.00,-9.50,0.00,0.000,-0.392,0.00
1582,-3.00,-8.50,0.00,0.000,-0.353,0.00
1583,-3.00,-7.50,0.00,0.000,-0.313,0.00
1584,-3.00,-6.50,0.00,0.000,-0.272,0.00
1585,-3.00,-5.50,0.00,0.000,-0.231,0.00
1586,-3.00,-4.50,0.00,0.000,-0.190,0.00
1587,-3.00,-3.50,0.00,0.000,-0.148,0.00
1588,-3.00,-2.50,0.00,0.000,-0.106,0.00
1589,-3.00,-1.50,0.00,0.000,-0.064,0.00
1590,-3.00,-0.50,0.00,0.000,-0.021,0.00
1591,-3.00,0.50,0.00,0.000,0.021,0.00
1592,-3.00,1.50,0.00,0.000,0.064,0.00
1593,-3.00,2.50,0.00,0.000,0.106,0.00
1594,-3.00,3.50,0.00,0.000,0.148,0.00
1595,-3.00,4.50,0.00,0.000,0.190,0.00
1596,-3.00,5.50,0.00,0.000,0.231,0.00
1597,-3.00,6.50,0.00,0.000,0.272,0.00
1598,-3.00,7.50,0.00,0.000,0.313,0.00
1599,-3.00,8.50,0.00,0.000,0.353,0.00
1600,-3.00,9.50,0.00,0.000,0.392,0.00
1601,-3.00,10.50,0.00,0.000,0.431,0.00
1602,-3.00,11.50,0.00,0.000,0.469,0.00
1603,-3.00,12.50,0.00,0.000,0.506,0.00
1604,-3.00,13.50,0.00,0.000,0.542,0.00
1605,-3.00,14.50,0.00,0.000,0.577,0.00
1606,-3.00,15.50,0.00,0.000,0.612,0.00
1607,-3.00,16.50,0.00,0.000,0.645,0.00
1608,-3.00,17.50,0.00,0.000,0.676,0.00
1609,-3.00,18.50,0.00,0.000,0.707,0.00
1610,-3.00,19.50,0.00,0.000,0.736,0.00
1611,-3.00,20.50,0.00,0.000,0.765,0.00
1612,-3.00,21.50,0.00,0.000,0.791,0.00
1613,-3.00,22.50,0.00,0.000,0.816,0.00
1614,-3.00,23.50,0.00,0.000,0.840,0.00
1615,-3.00,24.50,0.00,0.000,0.862,0.00
1616,-3.00,25.50,0.00,0.000,0.883,0.00
1617,-3.00,26.50,0.00,0.000,0.902,0.00
1618,-3.00,27.50,0.00,0.000,0.920,0.00
1619,-3.00,28.50,0.00,0.000,0.936,0.00
1620,-3.00,29.50,0.00,0.000,0.950,0.00
1621,-3.00,30.50,0.00,0.000,0.962,0.00
1622,-3.00,31.50,0.00,0.000,0.973,0.00
1623,-3.00,32.50,0.00,0.000,0.982,0.00
1624,-3.00,33.50,0.00,0.000,0.989,0.00
1625,-3.00,34.50,0.00,0.000,0.994,0.00
1626,-3.00,35.50,0.00,0.000,0.998,0.00
1627,-3.00,36.50,0.00,0.000,1.000,0.00
1628,-2.00,-36.50,0.00,0.000,-1.000,0.00
1629,-2.00,-35.50,0.00,0.000,-0.998,0.00
1630,-2.00,-34.50,0.00,0.000,-0.994,0.00
1631,-2.00,-33.50,0.00,0.000,-0.989,0.00
1632,-2.00,-32.50,0.00,0.000,-0.982,0.00
1633,-2.00,-31.50,0.00,0.000,-0.973,0.00
1634,-2.00,-30.50,0.00,0.000,-0.962,0.00
1635,-2.00,-29.50,0.00,0.000,-0.950,0.00
1636,-2.00,-28.50,0.00,0.000,-0.936,0.00
1637,-2.00,-27.50,0.00,0.000,-0.920,0.00
1638,-2.00,-26.50,0.00,0.000,-0.902,0.00
1639,-2.00,-25.50,0.00,0.000,-0.883,0.00
1640,-2.00,-24.50,0.00,0.000,-0.862,0.00
1641,-2.00,-23.50,0.00,0.000,-0.840,0.00
1642,-2.00,-22.50,0.00,0.000,-0.816,0.00
1643,-2.00,-21.50,0.00,0.000,-0.791,0.00
1644,-2.00,-20.50,0.00,0.000,-0.765,0.00
1645,-2.00,-19.50,0.00,0.000,-0.736,0.00
1646,-2.00,-18.50,0.00,0.000,-0.707,0.00
1647,-2.00,-17.50,0.00,0.000,-0.676,0.00
1648,-2.00,-16.50,0.00,0.000,-0.645,0.00
1649,-2.00,-15.50,0.00,0.000,-0.612,0.00
1650,-2.00,-14.50,0.00,0.000,-0.577,0.00
1651,-2.00,-13.50,0.00,0.000,-0.542,0.00
1652,-2.00,-12.50,0.00,0.000,-0.506,0.00
1653,-2.00,-11.50,0.00,0.000,-0.469,0.00
1654,-2.00,-10.50,0.00,0.000,-0.431,0.00
1655,-2.00,-9.50,0.00,0.000,-0.392,0.00
1656,-2.00,-8.50,0.00,0.000,-0.353,0.00
1657,-2.00,-7.50,0.00,0.000,-0.313,0.00
1658,-2.00,-6.50,0.00,0.000,-0.272,0.00
1659,-2.00,-5.50,0.00,0.000,-0.231,0.00
1660,-2.00,-4.50,0.00,0.000,-0.190,0.00
1661,-2.00,-3.50,0.00,0.000,-0.148,0.00
1662,-2.00,-2.50,0.00,0.000,-0.106,0.00
1663,-2.00,-1.50,0.00,0.000,-0.064,0.00
1664,-2.00,-0.50,0.00,0.000,-0.021,0.00
1665,-2.00,0.50,0.00,0.000,0.021,0.00
1666,-2.00,1.50,0.00,0.000,0.064,0.00
1667,-2.00,2.50,0.00,0.000,0.106,0.00
1668,-2.00,3.50,0.00,0.000,0.148,0.00
1669,-2.00,4.50,0.00,0.000,0.190,0.00
1670,-2.00,5.50,0.00,0.000,0.231,0.00
1671,-2.00,6.50,0.00,0.000,0.272,0.00
1672,-2.00,7.50,0.00,0.000,0.313,0.00
1673,-2.00,8.50,0.00,0.000,0.353,0.00
1674,-2.00,9.50,0.00,0.000,0.392,0.00
1675,-2.00,10.50,0.00,0.000,0.431,0.00
1676,-2.00,11.50,0.00,0.000,0.469,0.00
1677,-2.00,12.50,0.00,0.000,0.506,0.00
1678,-2.00,13.50,0.00,0.000,0.542,0.00
1679,-2.00,14.50,0.00,0.000,0.577,0.00
1680,-2.00,15.50,0.00,0.000,0.612,0.00
1681,-2.00,16.50,0.00,0.000,0.645,0.00
1682,-2.00,17.50,0.00,0.000,0.676,0.00
1683,-2.00,18.50,0.00,0.000,0.707,0.00
1684,-2.00,19.50,0.00,0.000,0.736,0.00
1685,-2.00,20.50,0.00,0.000,0.765,0.00
1686,-2.00,21.50,0.00,0.000,0.791,0.00
1687,-2.00,22.50,0.00,0.000,0.816,0.00
1688,-2.00,23.50,0.00,0.000,0.840,0.00
1689,-2.00,24.50,0.00,0.000,0.862,0.00
1690,-2.00,25.50,0.00,0.000,0.883,0.00
1691,-2.00,26.50,0.00,0.000,0.902,0.00
1692,-2.00,27.50,0.00,0.000,0.920,0.00
1693,-2.00,28.50,0.00,0.000,0.936,0.00
1694,-2.00,29.50,0.00,0.000,0.950,0.00
1695,-2.00,30.50,0.00,0.000,0.962,0.00
1696,-2.00,31.50,0.00,0.000,0.973,0.00
1697,-2.00,32.50,0.00,0.000,0.982,0.00
1698,-2.00,33.50,0.00,0.000,0.989,0.00
1699,-2.00,34.50,0.00,0.000,0.994,0.00
1700,-2.00,35.50,0.00,0.000,0.998,0.00
1701,-2.00,36.50,0.00,0.000,1.000,0.00
1702,-1.00,-36.50,0.00,0.000,-1.000,0.00
1703,-1.00,-35.50,0.00,0.000,-0.998,0.00
1704,-1.00,-34.50,0.00,0.000,-0.994,0.00
1705,-1.00,-33.50,0.00,0.000,-0.989,0.00
1706,-1.00,-32.50,0.00,0.000,-0.982,0.00
1707,-1.00,-31.50,0.00,0.000,-0.973,0.00
1708,-1.00,-30.50,0.00,0.000,-0.962,0.00
1709,-1.00,-29.50,0.00,0.000,-0.950,0.00
1710,-1.00,-28.50,0.00,0.000,-0.936,0.00
1711,-1.00,-27.50,0.00,0.000,-0.920,0.00
1712,-1.00,-26.50,0.00,0.000,-0.902,0.00
1713,-1.00,-25.50,0.00,0.000,-0.883,0.00
1714,-1.00,-24.50,0.00,0.000,-0.862,0.00
1715,-1.00,-23.50,0.00,0.000,-0.840,0.00
1716,-1.00,-22.50,0.00,0.000,-0.816,0.00
1717,-1.00,-21.50,0.00,0.000,-0.791,0.00
1718,-1.00,-20.50,0.00,0.000,-0.765,0.00
1719,-1.00,-19.50,0.00,0.000,-0.736,0.00
1720,-1.00,-18.50,0.00,0.000,-0.707,0.00
1721,-1.00,-17.50,0.00,0.000,-0.676,0.00
1722,-1.00,-16.50,0.00,0.000,-0.645,0.00
1723,-1.00,-15.50,0.00,0.000,-0.612,0.00
1724,-1.00,-14.50,0.00,0.000,-0.577,0.00
1725,-1.00,-13.50,0.00,0.000,-0.542,0.00
1726,-1.00,-12.50,0.00,0.000,-0.506,0.00
1727,-1.00,-11.50,0.00,0.000,-0.469,0.00
1728,-1.00,-10.50,0.00,0.000,-0.431,0.00
1729,-1.00,-9.50,0.00,0.000,-0.392,0.00
1730,-1.00,-8.50,0.00,0.000,-0.353,0.00
1731,-1.00,-7.50,0.00,0.000,-0.313,0.00
1732,-1.00,-6.50,0.00,0.000,-0.272,0.00
1733,-1.00,-5.50,0.00,0.000,-0.231,0.00
1734,-1.00,-4.50,0.00,0.000,-0.190,0.00
1735,-1.00,-3.50,0.00,0.000,-0.148,0.00
1736,-1.00,-2.50,0.00,0.000,-0.106,0.00
1737,-1.00,-1.50,0.00,0.000,-0.064,0.00
1738,-1.00,-0.50,0.00,0.000,-0.021,0.00
1739,-1.00,0.50,0.00,0.000,0.021,0.00
1740,-1.00,1.50,0.00,0.000,0.064,0.00
1741,-1.00,2.50,0.00,0.000,0.106,0.00
1742,-1.00,3.50,0.00,0.000,0.148,0.00
1743,-1.00,4.50,0.00,0.000,0.190,0.00
1744,-1.00,5.50,0.00,0.000,0.231,0.00
1745,-1.00,6.50,0.00,0.000,0.272,0.00
1746,-1.00,7.50,0.00,0.000,0.313,0.00
1747,-1.00,8.50,0.00,0.000,0.353,0.00
1748,-1.00,9.50,0.00,0.000,0.392,0.00
1749,-1.00,10.50,0.00,0.000,0.431,0.00
1750,-1.00,11.50,0.00,0.000,0.469,0.00
1751,-1.00,12.50,0.00,0.000,0.506,0.00
1752,-1.00,13.50,0.00,0.000,0.542,0.00
1753,-1.00,14.50,0.00,0.000,0.577,0.00
1754,-1.00,15.50,0.00,0.000,0.612,0.00
1755,-1.00,16.50,0.00,0.000,0.645,0.00
1756,-1.00,17.50,0.00,0.000,0.676,0.00
1757,-1.00,18.50,0.00,0.000,0.707,0.00
1758,-1.00,19.50,0.00,0.000,0.736,0.00
1759,-1.00,20.50,0.00,0.000,0.765,0.00
1760,-1.00,21.50,0.00,0.000,0.791,0.00
1761,-1.00,22.50,0.00,0.000,0.816,0.00
1762,-1.00,23.50,0.00,0.000,0.840,0.00
1763,-1.00,24.50,0.00,0.000,0.862,0.00
1764,-1.00,25.50,0.00,0.000,0.883,0.00
1765,-1.00,26.50,0.00,0.000,0.902,0.00
1766,-1.00,27.50,0.00,0.000,0.920,0.00
1767,-1.00,28.50,0.00,0.000,0.936,0.00
1768,-1.00,29.50,0.00,0.000,0.950,0.00
1769,-1.00,30.50,0.00,0.000,0.962,0.00
1770,-1.00,31.50,0.00,0.000,0.973,0.00
1771,-1.00,32.50,0.00,0.000,0.982,0.00
1772,-1.00,33.50,0.00,0.000,0.989,0.00
1773,-1.00,34.50,0.00,0.000,0.994,0.00
1774,-1.00,35.50,0.00,0.000,0.998,0.00
1775,-1.00,36.50,0.00,0.000,1.000,0.00
1776,0.00,-36.50,0.00,0.000,-1.000,0.00
1777,0.00,-35.50,0.00,0.000,-0.998,0.00
1778,0.00,-34.50,0.00,0.000,-0.994,0.00
1779,0.00,-33.50,0.00,0.000,-0.989,0.00
1780,0.00,-32.50,0.00,0.000,-0.982,0.00
1781,0.00,-31.50,0.00,0.000,-0.973,0.00
1782,0.00,-30.50,0.00,0.000,-0.962,0.00
1783,0.00,-29.50,0.00,0.000,-0.950,0.00
1784,0.00,-28.50,0.00,0.000,-0.936,0.00
1785,0.00,-27.50,0.00,0.000,-0.920,0.00
1786,0.00,-26.50,0.00,0.000,-0.902,0.00
1787,0.00,-25.50,0.00,0.000,-0.883,0.00
1788,0.00,-24.50,0.00,0.000,-0.862,0.00
1789,0.00,-23.50,0.00,0.000,-0.840,0.00
1790,0.00,-22.50,0.00,0.000,-0.816,0.00
1791,0.00,-21.50,0.00,0.000,-0.791,0.00
1792,0.00,-20.50,0.00,0.000,-0.765,0.00
1793,0.00,-19.50,0.00,0.000,-0.736,0.00
1794,0.00,-18.50,0.00,0.000,-0.707,0.00
1795,0.00,-17.50,0.00,0.000,-0.676,0.00
1796,0.00,-16.50,0.00,0.000,-0.645,0.00
1797,0.00,-15.50,0.00,0.000,-0.612,0.00
1798,0.00,-14.50,0.00,0.000,-0.577,0.00
1799,0.00,-13.50,0.00,0.000,-0.542,0.00
1800,0.00,-12.50,0.00,0.000,-0.506,0.00
1801,0.00,-11.50,0.00,0.000,-0.469,0.00
1802,0.00,-10.50,0.00,0.000,-0.431,0.00
1803,0.00,-9.50,0.00,0.000,-0.392,0.00
1804,0.00,-8.50,0.00,0.000,-0.353,0.00
1805,0.00,-7.50,0.00,0.000,-0.313,0.00
1806,0.00,-6.50,0.00,0.000,-0.272,0.00
1807,0.00,-5.50,0.00,0.000,-0.231,0.00
1808,0.00,-4.50,0.00,0.000,-0.190,0.00
1809,0.00,-3.50,0.00,0.000,-0.148,0.00
1810,0.00,-2.50,0.00,0.000,-0.106,0.00
1811,0.00,-1.50,0.00,0.000,-0.064,0.00
1812,0.00,-0.50,0.00,0.000,-0.021,0.00
1813,0.00,0.50,0.00,0.000,0.021,0.00
1814,0.00,1.50,0.00,0.000,0.064,0.00
1815,0.00,2.50,0.00,0.000,0.106,0.00
1816,0.00,3.50,0.00,0.000,0.148,0.00
1817,0.00,4.50,0.00,0.000,0.190,0.00
1818,0.00,5.50,0.00,0.000,0.231,0.00
1819,0.00,6.50,0.00,0.000,0.272,0.00
1820,0.00,7.50,0.00,0.000,0.313,0.00
1821,0.00,8.50,0.00,0.000,0.353,0.00
1822,0.00,9.50,0.00,0.000,0.392,0.00
1823,0.00,10.50,0.00,0.000,0.431,0.00
1824,0.00,11.50,0.00,0.000,0.469,0.00
1825,0.00,12.50,0.00,0.000,0.506,0.00
1826,0.00,13.50,0.00,0.000,0.542,0.00
1827,0.00,14.50,0.00,0.000,0.577,0.00
1828,0.00,15.50,0.00,0.000,0.612,0.00
1829,0.00,16.50,0.00,0.000,0.645,0.00
1830,0.00,17.50,0.00,0.000,0.676,0.00
1831,0.00,18.50,0.00,0.000,0.707,0.00
1832,0.00,19.50,0.00,0.000,0.736,0.00
1833,0.00,20.50,0.00,0.000,0.765,0.00
1834,0.00,21.50,0.00,0.000,0.791,0.00
1835,0.00,22.50,0.00,0.000,0.816,0.00
1836,0.00,23.50,0.00,0.000,0.840,0.00
1837,0.00,24.50,0.00,0.000,0.862,0.00
1838,0.00,25.50,0.00,0.000,0.883,0.00
1839,0.00,26.50,0.00,0.000,0.902,0.00
1840,0.00,27.50,0.00,0.000,0.920,0.00
1841,0.00,28.50,0.00,0.000,0.936,0.00
1842,0.00,29.50,0.00,0.000,0.950,0.00
1843,0.00,30.50,0.00,0.000,0.962,0.00
1844,0.00,31.50,0.00,0.000,0.973,0.00
1845,0.00,32.50,0.00,0.000,0.982,0.00
1846,0.00,33.50,0.00,0.000,0.989,0.00
1847,0.00,34.50,0.00,0.000,0.994,0.00
1848,0.00,35.50,0.00,0.000,0.998,0.00
1849,0.00,36.50,0.00,0.000,1.000,0.00
1850,1.00,-36.50,0.00,0.000,-1.000,0.00
1851,1.00,-35.50,0.00,0.000,-0.998,0.00
1852,1.00,-34.50,0.00,0.000,-0.994,0.00
1853,1.00,-33.50,0.00,0.000,-0.989,0.00
1854,1.00,-32.50,0.00,0.000,-0.982,0.00
1855,1.00,-31.50,0.00,0.000,-0.973,0.00
1856,1.00,-30.50,0.00,0.000,-0.962,0.00
1857,1.00,-29.50,0.00,0.000,-0.950,0.00
1858,1.00,-28.50,0.00,0.000,-0.936,0.00
1859,1.00,-27.50,0.00,0.000,-0.920,0.00
1860,1.00,-26.50,0.00,0.000,-0.902,0.00
1861,1.00,-25.50,0.00,0.000,-0.883,0.00
1862,1.00,-24.50,0.00,0.000,-0.862,0.00
1863,1.00,-23.50,0.00,0.000,-0.840,0.00
1864,1.00,-22.50,0.00,0.000,-0.816,0.00
1865,1.00,-21.50,0.00,0.000,-0.791,0.00
1866,1.00,-20.50,0.00,0.000,-0.765,0.00
1867,1.00,-19.50,0.00,0.000,-0.736,0.00
1868,1.00,-18.50,0.00,0.000,-0.707,0.00
1869,1.00,-17.50,0.00,0.000,-0.676,0.00
1870,1.00,-16.50,0.00,0.000,-0.645,0.00
1871,1.00,-15.50,0.00,0.000,-0.612,0.00
1872,1.00,-14.50,0.00,0.000,-0.577,0.00
1873,1.00,-13.50,0.00,0.000,-0.542,0.00
1874,1.00,-12.50,0.00,0.000,-0.506,0.00
1875,1.00,-11.50,0.00,0.000,-0.469,0.00
1876,1.00,-10.50,0.00,0.000,-0.431,0.00
1877,1.00,-9.50,0.00,0.000,-0.392,0.00
1878,1.00,-8.50,0.00,0.000,-0.353,0.00
1879,1.00,-7.50,0.00,0.000,-0.313,0.00
1880,1.00,-6.50,0.00,0.000,-0.272,0.00
1881,1.00,-5.50,0.00,0.000,-0.231,0.00
1882,1.00,-4.50,0.00,0.000,-0.190,0.00
1883,1.00,-3.50,0.00,0.000,-0.148,0.00
1884,1.00,-2.50,0.00,0.000,-0.106,0.00
1885,1.00,-1.50,0.00,0.000,-0.064,0.00
1886,1.00,-0.50,0.00,0.000,-0.021,0.00
1887,1.00,0.50,0.00,0.000,0.021,0.00
1888,1.00,1.50,0.00,0.000,0.064,0.00
1889,1.00,2.50,0.00,0.000,0.106,0.00
1890,1.00,3.50,0.00,0.000,0.148,0.00
1891,1.00,4.50,0.00,0.000,0.190,0.00
1892,1.00,5.50,0.00,0.000,0.231,0.00
1893,1.00,6.50,0.00,0.000,0.272,0.00
1894,1.00,7.50,0.00,0.000,0.313,0.00
1895,1.00,8.50,0.00,0.000,0.353,0.00
1896,1.00,9.50,0.00,0.000,0.392,0.00
1897,1.00,10.50,0.00,0.000,0.431,0.00
1898,1.00,11.50,0.00,0.000,0.469,0.00
1899,1.00,12.50,0.00,0.000,0.506,0.00
1900,1.00,13.50,0.00,0.000,0.542,0.00
1901,1.00,14.50,0.00,0.000,0.577,0.00
1902,1.00,15.50,0.00,0.000,0.612,0.00
1903,1.00,16.50,0.00,0.000,0.645,0.00
1904,1.00,17.50,0.00,0.000,0.676,0.00
1905,1.00,18.50,0.00,0.000,0.707,0.00
1906,1.00,19.50,0.00,0.000,0.736,0.00
1907,1.00,20.50,0.00,0.000,0.765,0.00
1908,1.00,21.50,0.00,0.000,0.791,0.00
1909,1.00,22.50,0.00,0.000,0.816,0.00
1910,1.00,23.50,0.00,0.000,0.840,0.00
1911,1.00,24.50,0.00,0.000,0.862,0.00
1912,1.00,25.50,0.00,0.000,0.883,0.00
1913,1.00,26.50,0.00,0.000,0.902,0.00
1914,1.00,27.50,0.00,0.000,0.920,0.00
1915,1.00,28.50,0.00,0.000,0.936,0.00
1916,1.00,29.50,0.00,0.000,0.950,0.00
1917,1.00,30.50,0.00,0.000,0.962,0.00
1918,1.00,31.50,0.00,0.000,0.973,0.00
1919,1.00,32.50,0.00,0.000,0.982,0.00
1920,1.00,33.50,0.00,0.000,0.989,0.00
1921,1.00,34.50,0.00,0.000,0.994,0.00
1922,1.00,35.50,0.00,0.000,0.998,0.00
1923,1.00,36.50,0.00,0.000,1.000,0.00
1924,2.00,-36.50,0.00,0.000,-1.000,0.00
1925,2.00,-35.50,0.00,0.000,-0.998,0.00
1926,2.00,-34.50,0.00,0.000,-0.994,0.00
1927,2.00,-33.50,0.00,0.000,-0.989,0.00
1928,2.00,-32.50,0.00,0.000,-0.982,0.00
1929,2.00,-31.50,0.00,0.000,-0.973,0.00
1930,2.00,-30.50,0.00,0.000,-0.962,0.00
1931,2.00,-29.50,0.00,0.000,-0.950,0.00
1932,2.00,-28.50,0.00,0.000,-0.936,0.00
1933,2.00,-27.50,0.00,0.000,-0.920,0.00
1934,2.00,-26.50,0.00,0.000,-0.902,0.00
1935,2.00,-25.50,0.00,0.000,-0.883,0.00
1936,2.00,-24.50,0.00,0.000,-0.862,0.00
1937,2.00,-23.50,0.00,0.000,-0.840,0.00
1938,2.00,-22.50,0.00,0.000,-0.816,0.00
1939,2.00,-21.50,0.00,0.000,-0.791,0.00
1940,2.00,-20.50,0.00,0.000,-0.765,0.00
1941,2.00,-19.50,0.00,0.000,-0.736,0.00
1942,2.00,-18.50,0.00,0.000,-0.707,0.00
1943,2.00,-17.50,0.00,0.000,-0.676,0.00
1944,2.00,-16.50,0.00,0.000,-0.645,0.00
1945,2.00,-15.50,0.00,0.000,-0.612,0.00
1946,2.00,-14.50,0.00,0.000,-0.577,0.00
1947,2.00,-13.50,0.00,0.000,-0.542,0.00
1948,2.00,-12.50,0.00,0.000,-0.506,0.00
1949,2.00,-11.50,0.00,0.000,-0.469,0.00
1950,2.00,-10.50,0.00,0.000,-0.431,0.00
1951,2.00,-9.50,0.00,0.000,-0.392,0.00
1952,2.00,-8.50,0.00,0.000,-0.353,0.00
1953,2.00,-7.50,0.00,0.000,-0.313,0.00
1954,2.00,-6.50,0.00,0.000,-0.272,0.00
1955,2.00,-5.50,0.00,0.000,-0.231,0.00
1956,2.00,-4.50,0.00,0.000,-0.190,0.00
1957,2.00,-3.50,0.00,0.000,-0.148,0.00
1958,2.00,-2.50,0.00,0.000,-0.106,0.00
1959,2.00,-1.50,0.00,0.000,-0.064,0.00
1960,2.00,-0.50,0.00,0.000,-0.021,0.00
1961,2.00,0.50,0.00,0.000,0.021,0.00
1962,2.00,1.50,0.00,0.000,0.064,0.00
1963,2.00,2.50,0.00,0.000,0.106,0.00
1964,2.00,3.50,0.00,0.000,0.148,0.00
1965,2.00,4.50,0.00,0.000,0.190,0.00
1966,2.00,5.50,0.00,0.000,0.231,0.00
1967,2.00,6.50,0.00,0.000,0.272,0.00
1968,2.00,7.50,0.00,0.000,0.313,0.00
1969,2.00,8.50,0.00,0.000,0.353,0.00
