x;y;z;u;v;w;X;Y;Z;Sigma_11;Sigma_22;Sigma_12;Epsilon_11;Epsilon_22;Gamma_12;Strain Energy CCM
18.500;-4.000;0.000;0.099;-0.939;0.000;18.599;-4.939;0.000;-2.841600;0.000000;2.692800;-0.000710;0.000213;0.001750;0.003366
18.500;-3.000;0.000;0.074;-0.939;0.000;18.574;-3.939;0.000;-2.131200;0.000000;2.827200;-0.000533;0.000160;0.001838;0.003165
18.500;-2.000;0.000;0.050;-0.938;0.000;18.550;-2.938;0.000;-1.420800;0.000000;2.923200;-0.000355;0.000107;0.001900;0.003029
18.500;-1.000;0.000;0.025;-0.938;0.000;18.525;-1.938;0.000;-0.710400;0.000000;2.980800;-0.000178;0.000053;0.001938;0.002951
18.500;0.000;0.000;0.000;-0.938;0.000;18.500;-0.938;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
18.500;1.000;0.000;-0.025;-0.938;0.000;18.475;0.062;0.000;0.710400;0.000000;2.980800;0.000178;-0.000053;0.001938;0.002951
18.500;2.000;0.000;-0.050;-0.938;0.000;18.450;1.062;0.000;1.420800;0.000000;2.923200;0.000355;-0.000107;0.001900;0.003029
18.500;3.000;0.000;-0.074;-0.939;0.000;18.426;2.061;0.000;2.131200;0.000000;2.827200;0.000533;-0.000160;0.001838;0.003165
18.500;4.000;0.000;-0.099;-0.939;0.000;18.401;3.061;0.000;2.841600;0.000000;2.692800;0.000710;-0.000213;0.001750;0.003366
18.500;5.000;0.000;-0.124;-0.939;0.000;18.376;4.061;0.000;3.552000;0.000000;2.520000;0.000888;-0.000266;0.001638;0.003641
18.500;6.000;0.000;-0.149;-0.939;0.000;18.351;5.061;0.000;4.262400;0.000000;2.308800;0.001066;-0.000320;0.001501;0.004003
18.500;7.000;0.000;-0.175;-0.940;0.000;18.325;6.060;0.000;4.972800;0.000000;2.059200;0.001243;-0.000373;0.001338;0.004469
18.500;8.000;0.000;-0.200;-0.940;0.000;18.300;7.060;0.000;5.683200;0.000000;1.771200;0.001421;-0.000426;0.001151;0.005057
18.500;9.000;0.000;-0.226;-0.940;0.000;18.274;8.060;0.000;6.393600;0.000000;1.444800;0.001598;-0.000480;0.000939;0.005788
18.500;10.000;0.000;-0.252;-0.941;0.000;18.248;9.059;0.000;7.104000;0.000000;1.080000;0.001776;-0.000533;0.000702;0.006687
18.500;11.000;0.000;-0.278;-0.942;0.000;18.222;10.058;0.000;7.814400;0.000000;0.676800;0.001954;-0.000586;0.000440;0.007782
18.500;12.000;0.000;-0.304;-0.942;0.000;18.196;11.058;0.000;8.524800;0.000000;0.235200;0.002131;-0.000639;0.000153;0.009102
19.500;-12.000;0.000;0.302;-0.916;0.000;19.802;-12.916;0.000;-8.985600;0.000000;0.235200;-0.002246;0.000674;0.000153;0.010111
19.500;-11.000;0.000;0.275;-0.915;0.000;19.775;-11.915;0.000;-8.236800;0.000000;0.676800;-0.002059;0.000618;0.000440;0.008629
19.500;-10.000;0.000;0.250;-0.914;0.000;19.750;-10.914;0.000;-7.488000;0.000000;1.080000;-0.001872;0.000562;0.000702;0.007388
19.500;-9.000;0.000;0.224;-0.914;0.000;19.724;-9.914;0.000;-6.739200;0.000000;1.444800;-0.001685;0.000505;0.000939;0.006356
19.500;-8.000;0.000;0.199;-0.913;0.000;19.699;-8.913;0.000;-5.990400;0.000000;1.771200;-0.001498;0.000449;0.001151;0.005505
19.500;-7.000;0.000;0.173;-0.913;0.000;19.673;-7.913;0.000;-5.241600;0.000000;2.059200;-0.001310;0.000393;0.001338;0.004812
19.500;-6.000;0.000;0.148;-0.913;0.000;19.648;-6.913;0.000;-4.492800;0.000000;2.308800;-0.001123;0.000337;0.001501;0.004256
19.500;-5.000;0.000;0.123;-0.912;0.000;19.623;-5.912;0.000;-3.744000;0.000000;2.520000;-0.000936;0.000281;0.001638;0.003816
19.500;-4.000;0.000;0.099;-0.912;0.000;19.599;-4.912;0.000;-2.995200;0.000000;2.692800;-0.000749;0.000225;0.001750;0.003478
19.500;-3.000;0.000;0.074;-0.912;0.000;19.574;-3.912;0.000;-2.246400;0.000000;2.827200;-0.000562;0.000168;0.001838;0.003229
19.500;-2.000;0.000;0.049;-0.912;0.000;19.549;-2.912;0.000;-1.497600;0.000000;2.923200;-0.000374;0.000112;0.001900;0.003058
19.500;-1.000;0.000;0.025;-0.912;0.000;19.525;-1.912;0.000;-0.748800;0.000000;2.980800;-0.000187;0.000056;0.001938;0.002958
19.500;0.000;0.000;0.000;-0.912;0.000;19.500;-0.912;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
19.500;1.000;0.000;-0.025;-0.912;0.000;19.475;0.088;0.000;0.748800;0.000000;2.980800;0.000187;-0.000056;0.001938;0.002958
19.500;2.000;0.000;-0.049;-0.912;0.000;19.451;1.088;0.000;1.497600;0.000000;2.923200;0.000374;-0.000112;0.001900;0.003058
19.500;3.000;0.000;-0.074;-0.912;0.000;19.426;2.088;0.000;2.246400;0.000000;2.827200;0.000562;-0.000168;0.001838;0.003229
19.500;4.000;0.000;-0.099;-0.912;0.000;19.401;3.088;0.000;2.995200;0.000000;2.692800;0.000749;-0.000225;0.001750;0.003478
19.500;5.000;0.000;-0.123;-0.912;0.000;19.377;4.088;0.000;3.744000;0.000000;2.520000;0.000936;-0.000281;0.001638;0.003816
19.500;6.000;0.000;-0.148;-0.913;0.000;19.352;5.087;0.000;4.492800;0.000000;2.308800;0.001123;-0.000337;0.001501;0.004256
19.500;7.000;0.000;-0.173;-0.913;0.000;19.327;6.087;0.000;5.241600;0.000000;2.059200;0.001310;-0.000393;0.001338;0.004812
19.500;8.000;0.000;-0.199;-0.913;0.000;19.301;7.087;0.000;5.990400;0.000000;1.771200;0.001498;-0.000449;0.001151;0.005505
19.500;9.000;0.000;-0.224;-0.914;0.000;19.276;8.086;0.000;6.739200;0.000000;1.444800;0.001685;-0.000505;0.000939;0.006356
19.500;10.000;0.000;-0.250;-0.914;0.000;19.250;9.086;0.000;7.488000;0.000000;1.080000;0.001872;-0.000562;0.000702;0.007388
19.500;11.000;0.000;-0.275;-0.915;0.000;19.225;10.085;0.000;8.236800;0.000000;0.676800;0.002059;-0.000618;0.000440;0.008629
19.500;12.000;0.000;-0.302;-0.916;0.000;19.198;11.084;0.000;8.985600;0.000000;0.235200;0.002246;-0.000674;0.000153;0.010111
20.500;-12.000;0.000;0.299;-0.889;0.000;20.799;-12.889;0.000;-9.446400;0.000000;0.235200;-0.002362;0.000708;0.000153;0.011172
20.500;-11.000;0.000;0.273;-0.889;0.000;20.773;-11.889;0.000;-8.659200;0.000000;0.676800;-0.002165;0.000649;0.000440;0.009522
20.500;-10.000;0.000;0.248;-0.888;0.000;20.748;-10.888;0.000;-7.872000;0.000000;1.080000;-0.001968;0.000590;0.000702;0.008125
20.500;-9.000;0.000;0.222;-0.888;0.000;20.722;-9.888;0.000;-7.084800;0.000000;1.444800;-0.001771;0.000531;0.000939;0.006953
20.500;-8.000;0.000;0.197;-0.887;0.000;20.697;-8.887;0.000;-6.297600;0.000000;1.771200;-0.001574;0.000472;0.001151;0.005977
20.500;-7.000;0.000;0.172;-0.887;0.000;20.672;-7.887;0.000;-5.510400;0.000000;2.059200;-0.001378;0.000413;0.001338;0.005174
20.500;-6.000;0.000;0.147;-0.886;0.000;20.647;-6.886;0.000;-4.723200;0.000000;2.308800;-0.001181;0.000354;0.001501;0.004521
20.500;-5.000;0.000;0.122;-0.886;0.000;20.622;-5.886;0.000;-3.936000;0.000000;2.520000;-0.000984;0.000295;0.001638;0.004000
20.500;-4.000;0.000;0.098;-0.886;0.000;20.598;-4.886;0.000;-3.148800;0.000000;2.692800;-0.000787;0.000236;0.001750;0.003596
20.500;-3.000;0.000;0.073;-0.885;0.000;20.573;-3.885;0.000;-2.361600;0.000000;2.827200;-0.000590;0.000177;0.001838;0.003295
20.500;-2.000;0.000;0.049;-0.885;0.000;20.549;-2.885;0.000;-1.574400;0.000000;2.923200;-0.000394;0.000118;0.001900;0.003087
20.500;-1.000;0.000;0.024;-0.885;0.000;20.524;-1.885;0.000;-0.787200;0.000000;2.980800;-0.000197;0.000059;0.001938;0.002965
20.500;0.000;0.000;0.000;-0.885;0.000;20.500;-0.885;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
20.500;1.000;0.000;-0.024;-0.885;0.000;20.476;0.115;0.000;0.787200;0.000000;2.980800;0.000197;-0.000059;0.001938;0.002965
20.500;2.000;0.000;-0.049;-0.885;0.000;20.451;1.115;0.000;1.574400;0.000000;2.923200;0.000394;-0.000118;0.001900;0.003087
20.500;3.000;0.000;-0.073;-0.885;0.000;20.427;2.115;0.000;2.361600;0.000000;2.827200;0.000590;-0.000177;0.001838;0.003295
20.500;4.000;0.000;-0.098;-0.886;0.000;20.402;3.114;0.000;3.148800;0.000000;2.692800;0.000787;-0.000236;0.001750;0.003596
20.500;5.000;0.000;-0.122;-0.886;0.000;20.378;4.114;0.000;3.936000;0.000000;2.520000;0.000984;-0.000295;0.001638;0.004000
20.500;6.000;0.000;-0.147;-0.886;0.000;20.353;5.114;0.000;4.723200;0.000000;2.308800;0.001181;-0.000354;0.001501;0.004521
20.500;7.000;0.000;-0.172;-0.887;0.000;20.328;6.113;0.000;5.510400;0.000000;2.059200;0.001378;-0.000413;0.001338;0.005174
20.500;8.000;0.000;-0.197;-0.887;0.000;20.303;7.113;0.000;6.297600;0.000000;1.771200;0.001574;-0.000472;0.001151;0.005977
20.500;9.000;0.000;-0.222;-0.888;0.000;20.278;8.112;0.000;7.084800;0.000000;1.444800;0.001771;-0.000531;0.000939;0.006953
20.500;10.000;0.000;-0.248;-0.888;0.000;20.252;9.112;0.000;7.872000;0.000000;1.080000;0.001968;-0.000590;0.000702;0.008125
20.500;11.000;0.000;-0.273;-0.889;0.000;20.227;10.111;0.000;8.659200;0.000000;0.676800;0.002165;-0.000649;0.000440;0.009522
20.500;12.000;0.000;-0.299;-0.889;0.000;20.201;11.111;0.000;9.446400;0.000000;0.235200;0.002362;-0.000708;0.000153;0.011172
21.500;-12.000;0.000;0.297;-0.863;0.000;21.797;-12.863;0.000;-9.907200;0.000000;0.235200;-0.002477;0.000743;0.000153;0.012287
21.500;-11.000;0.000;0.271;-0.863;0.000;21.771;-11.863;0.000;-9.081600;0.000000;0.676800;-0.002270;0.000681;0.000440;0.010458
21.500;-10.000;0.000;0.246;-0.862;0.000;21.746;-10.862;0.000;-8.256000;0.000000;1.080000;-0.002064;0.000619;0.000702;0.008899
21.500;-9.000;0.000;0.221;-0.861;0.000;21.721;-9.861;0.000;-7.430400;0.000000;1.444800;-0.001858;0.000557;0.000939;0.007580
21.500;-8.000;0.000;0.196;-0.861;0.000;21.696;-8.861;0.000;-6.604800;0.000000;1.771200;-0.001651;0.000495;0.001151;0.006472
21.500;-7.000;0.000;0.171;-0.860;0.000;21.671;-7.860;0.000;-5.779200;0.000000;2.059200;-0.001445;0.000433;0.001338;0.005553
21.500;-6.000;0.000;0.146;-0.860;0.000;21.646;-6.860;0.000;-4.953600;0.000000;2.308800;-0.001238;0.000372;0.001501;0.004800
21.500;-5.000;0.000;0.121;-0.860;0.000;21.621;-5.860;0.000;-4.128000;0.000000;2.520000;-0.001032;0.000310;0.001638;0.004194
21.500;-4.000;0.000;0.097;-0.859;0.000;21.597;-4.859;0.000;-3.302400;0.000000;2.692800;-0.000826;0.000248;0.001750;0.003720
21.500;-3.000;0.000;0.073;-0.859;0.000;21.573;-3.859;0.000;-2.476800;0.000000;2.827200;-0.000619;0.000186;0.001838;0.003365
21.500;-2.000;0.000;0.048;-0.859;0.000;21.548;-2.859;0.000;-1.651200;0.000000;2.923200;-0.000413;0.000124;0.001900;0.003118
21.500;-1.000;0.000;0.024;-0.859;0.000;21.524;-1.859;0.000;-0.825600;0.000000;2.980800;-0.000206;0.000062;0.001938;0.002973
21.500;0.000;0.000;0.000;-0.859;0.000;21.500;-0.859;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
21.500;1.000;0.000;-0.024;-0.859;0.000;21.476;0.141;0.000;0.825600;0.000000;2.980800;0.000206;-0.000062;0.001938;0.002973
21.500;2.000;0.000;-0.048;-0.859;0.000;21.452;1.141;0.000;1.651200;0.000000;2.923200;0.000413;-0.000124;0.001900;0.003118
21.500;3.000;0.000;-0.073;-0.859;0.000;21.427;2.141;0.000;2.476800;0.000000;2.827200;0.000619;-0.000186;0.001838;0.003365
21.500;4.000;0.000;-0.097;-0.859;0.000;21.403;3.141;0.000;3.302400;0.000000;2.692800;0.000826;-0.000248;0.001750;0.003720
21.500;5.000;0.000;-0.121;-0.860;0.000;21.379;4.140;0.000;4.128000;0.000000;2.520000;0.001032;-0.000310;0.001638;0.004194
21.500;6.000;0.000;-0.146;-0.860;0.000;21.354;5.140;0.000;4.953600;0.000000;2.308800;0.001238;-0.000372;0.001501;0.004800
21.500;7.000;0.000;-0.171;-0.860;0.000;21.329;6.140;0.000;5.779200;0.000000;2.059200;0.001445;-0.000433;0.001338;0.005553
21.500;8.000;0.000;-0.196;-0.861;0.000;21.304;7.139;0.000;6.604800;0.000000;1.771200;0.001651;-0.000495;0.001151;0.006472
21.500;9.000;0.000;-0.221;-0.861;0.000;21.279;8.139;0.000;7.430400;0.000000;1.444800;0.001858;-0.000557;0.000939;0.007580
21.500;10.000;0.000;-0.246;-0.862;0.000;21.254;9.138;0.000;8.256000;0.000000;1.080000;0.002064;-0.000619;0.000702;0.008899
21.500;11.000;0.000;-0.271;-0.863;0.000;21.229;10.137;0.000;9.081600;0.000000;0.676800;0.002270;-0.000681;0.000440;0.010458
21.500;12.000;0.000;-0.297;-0.863;0.000;21.203;11.137;0.000;9.907200;0.000000;0.235200;0.002477;-0.000743;0.000153;0.012287
22.500;-12.000;0.000;0.294;-0.838;0.000;22.794;-12.838;0.000;-10.368000;0.000000;0.235200;-0.002592;0.000778;0.000153;0.013455
22.500;-11.000;0.000;0.269;-0.837;0.000;22.769;-11.837;0.000;-9.504000;0.000000;0.676800;-0.002376;0.000713;0.000440;0.011440
22.500;-10.000;0.000;0.244;-0.836;0.000;22.744;-10.836;0.000;-8.640000;0.000000;1.080000;-0.002160;0.000648;0.000702;0.009710
22.500;-9.000;0.000;0.219;-0.836;0.000;22.719;-9.836;0.000;-7.776000;0.000000;1.444800;-0.001944;0.000583;0.000939;0.008237
22.500;-8.000;0.000;0.194;-0.835;0.000;22.694;-8.835;0.000;-6.912000;0.000000;1.771200;-0.001728;0.000518;0.001151;0.006992
22.500;-7.000;0.000;0.169;-0.835;0.000;22.669;-7.835;0.000;-6.048000;0.000000;2.059200;-0.001512;0.000454;0.001338;0.005950
22.500;-6.000;0.000;0.145;-0.834;0.000;22.645;-6.834;0.000;-5.184000;0.000000;2.308800;-0.001296;0.000389;0.001501;0.005092
22.500;-5.000;0.000;0.120;-0.834;0.000;22.620;-5.834;0.000;-4.320000;0.000000;2.520000;-0.001080;0.000324;0.001638;0.004397
22.500;-4.000;0.000;0.096;-0.833;0.000;22.596;-4.833;0.000;-3.456000;0.000000;2.692800;-0.000864;0.000259;0.001750;0.003850
22.500;-3.000;0.000;0.072;-0.833;0.000;22.572;-3.833;0.000;-2.592000;0.000000;2.827200;-0.000648;0.000194;0.001838;0.003438
22.500;-2.000;0.000;0.048;-0.833;0.000;22.548;-2.833;0.000;-1.728000;0.000000;2.923200;-0.000432;0.000130;0.001900;0.003150
22.500;-1.000;0.000;0.024;-0.833;0.000;22.524;-1.833;0.000;-0.864000;0.000000;2.980800;-0.000216;0.000065;0.001938;0.002981
22.500;0.000;0.000;0.000;-0.833;0.000;22.500;-0.833;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
22.500;1.000;0.000;-0.024;-0.833;0.000;22.476;0.167;0.000;0.864000;0.000000;2.980800;0.000216;-0.000065;0.001938;0.002981
22.500;2.000;0.000;-0.048;-0.833;0.000;22.452;1.167;0.000;1.728000;0.000000;2.923200;0.000432;-0.000130;0.001900;0.003150
22.500;3.000;0.000;-0.072;-0.833;0.000;22.428;2.167;0.000;2.592000;0.000000;2.827200;0.000648;-0.000194;0.001838;0.003438
22.500;4.000;0.000;-0.096;-0.833;0.000;22.404;3.167;0.000;3.456000;0.000000;2.692800;0.000864;-0.000259;0.001750;0.003850
22.500;5.000;0.000;-0.120;-0.834;0.000;22.380;4.166;0.000;4.320000;0.000000;2.520000;0.001080;-0.000324;0.001638;0.004397
22.500;6.000;0.000;-0.145;-0.834;0.000;22.355;5.166;0.000;5.184000;0.000000;2.308800;0.001296;-0.000389;0.001501;0.005092
22.500;7.000;0.000;-0.169;-0.835;0.000;22.331;6.165;0.000;6.048000;0.000000;2.059200;0.001512;-0.000454;0.001338;0.005950
22.500;8.000;0.000;-0.194;-0.835;0.000;22.306;7.165;0.000;6.912000;0.000000;1.771200;0.001728;-0.000518;0.001151;0.006992
22.500;9.000;0.000;-0.219;-0.836;0.000;22.281;8.164;0.000;7.776000;0.000000;1.444800;0.001944;-0.000583;0.000939;0.008237
22.500;10.000;0.000;-0.244;-0.836;0.000;22.256;9.164;0.000;8.640000;0.000000;1.080000;0.002160;-0.000648;0.000702;0.009710
22.500;11.000;0.000;-0.269;-0.837;0.000;22.231;10.163;0.000;9.504000;0.000000;0.676800;0.002376;-0.000713;0.000440;0.011440
22.500;12.000;0.000;-0.294;-0.838;0.000;22.206;11.162;0.000;10.368000;0.000000;0.235200;0.002592;-0.000778;0.000153;0.013455
23.500;-12.000;0.000;0.292;-0.812;0.000;23.792;-12.812;0.000;-10.828800;0.000000;0.235200;-0.002707;0.000812;0.000153;0.014676
23.500;-11.000;0.000;0.266;-0.811;0.000;23.766;-11.811;0.000;-9.926400;0.000000;0.676800;-0.002482;0.000744;0.000440;0.012466
23.500;-10.000;0.000;0.241;-0.810;0.000;23.741;-10.810;0.000;-9.024000;0.000000;1.080000;-0.002256;0.000677;0.000702;0.010558
23.500;-9.000;0.000;0.217;-0.810;0.000;23.717;-9.810;0.000;-8.121600;0.000000;1.444800;-0.002030;0.000609;0.000939;0.008923
23.500;-8.000;0.000;0.192;-0.809;0.000;23.692;-8.809;0.000;-7.219200;0.000000;1.771200;-0.001805;0.000541;0.001151;0.007534
23.500;-7.000;0.000;0.168;-0.809;0.000;23.668;-7.809;0.000;-6.316800;0.000000;2.059200;-0.001579;0.000474;0.001338;0.006366
23.500;-6.000;0.000;0.143;-0.808;0.000;23.643;-6.808;0.000;-5.414400;0.000000;2.308800;-0.001354;0.000406;0.001501;0.005397
23.500;-5.000;0.000;0.119;-0.808;0.000;23.619;-5.808;0.000;-4.512000;0.000000;2.520000;-0.001128;0.000338;0.001638;0.004609
23.500;-4.000;0.000;0.095;-0.808;0.000;23.595;-4.808;0.000;-3.609600;0.000000;2.692800;-0.000902;0.000271;0.001750;0.003985
23.500;-3.000;0.000;0.071;-0.807;0.000;23.571;-3.807;0.000;-2.707200;0.000000;2.827200;-0.000677;0.000203;0.001838;0.003514
23.500;-2.000;0.000;0.048;-0.807;0.000;23.548;-2.807;0.000;-1.804800;0.000000;2.923200;-0.000451;0.000135;0.001900;0.003184
23.500;-1.000;0.000;0.024;-0.807;0.000;23.524;-1.807;0.000;-0.902400;0.000000;2.980800;-0.000226;0.000068;0.001938;0.002989
23.500;0.000;0.000;0.000;-0.807;0.000;23.500;-0.807;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
23.500;1.000;0.000;-0.024;-0.807;0.000;23.476;0.193;0.000;0.902400;0.000000;2.980800;0.000226;-0.000068;0.001938;0.002989
23.500;2.000;0.000;-0.048;-0.807;0.000;23.452;1.193;0.000;1.804800;0.000000;2.923200;0.000451;-0.000135;0.001900;0.003184
23.500;3.000;0.000;-0.071;-0.807;0.000;23.429;2.193;0.000;2.707200;0.000000;2.827200;0.000677;-0.000203;0.001838;0.003514
23.500;4.000;0.000;-0.095;-0.808;0.000;23.405;3.192;0.000;3.609600;0.000000;2.692800;0.000902;-0.000271;0.001750;0.003985
23.500;5.000;0.000;-0.119;-0.808;0.000;23.381;4.192;0.000;4.512000;0.000000;2.520000;0.001128;-0.000338;0.001638;0.004609
23.500;6.000;0.000;-0.143;-0.808;0.000;23.357;5.192;0.000;5.414400;0.000000;2.308800;0.001354;-0.000406;0.001501;0.005397
23.500;7.000;0.000;-0.168;-0.809;0.000;23.332;6.191;0.000;6.316800;0.000000;2.059200;0.001579;-0.000474;0.001338;0.006366
23.500;8.000;0.000;-0.192;-0.809;0.000;23.308;7.191;0.000;7.219200;0.000000;1.771200;0.001805;-0.000541;0.001151;0.007534
23.500;9.000;0.000;-0.217;-0.810;0.000;23.283;8.190;0.000;8.121600;0.000000;1.444800;0.002030;-0.000609;0.000939;0.008923
23.500;10.000;0.000;-0.241;-0.810;0.000;23.259;9.190;0.000;9.024000;0.000000;1.080000;0.002256;-0.000677;0.000702;0.010558
23.500;11.000;0.000;-0.266;-0.811;0.000;23.234;10.189;0.000;9.926400;0.000000;0.676800;0.002482;-0.000744;0.000440;0.012466
23.500;12.000;0.000;-0.292;-0.812;0.000;23.208;11.188;0.000;10.828800;0.000000;0.235200;0.002707;-0.000812;0.000153;0.014676
24.500;-12.000;0.000;0.289;-0.787;0.000;24.789;-12.787;0.000;-11.289600;0.000000;0.235200;-0.002822;0.000847;0.000153;0.015950
24.500;-11.000;0.000;0.264;-0.786;0.000;24.764;-11.786;0.000;-10.348800;0.000000;0.676800;-0.002587;0.000776;0.000440;0.013536
24.500;-10.000;0.000;0.239;-0.785;0.000;24.739;-10.785;0.000;-9.408000;0.000000;1.080000;-0.002352;0.000706;0.000702;0.011443
24.500;-9.000;0.000;0.215;-0.784;0.000;24.715;-9.784;0.000;-8.467200;0.000000;1.444800;-0.002117;0.000635;0.000939;0.009640
24.500;-8.000;0.000;0.190;-0.784;0.000;24.690;-8.784;0.000;-7.526400;0.000000;1.771200;-0.001882;0.000564;0.001151;0.008100
24.500;-7.000;0.000;0.166;-0.783;0.000;24.666;-7.783;0.000;-6.585600;0.000000;2.059200;-0.001646;0.000494;0.001338;0.006799
24.500;-6.000;0.000;0.142;-0.783;0.000;24.642;-6.783;0.000;-5.644800;0.000000;2.308800;-0.001411;0.000423;0.001501;0.005715
24.500;-5.000;0.000;0.118;-0.782;0.000;24.618;-5.782;0.000;-4.704000;0.000000;2.520000;-0.001176;0.000353;0.001638;0.004830
24.500;-4.000;0.000;0.094;-0.782;0.000;24.594;-4.782;0.000;-3.763200;0.000000;2.692800;-0.000941;0.000282;0.001750;0.004127
24.500;-3.000;0.000;0.071;-0.782;0.000;24.571;-3.782;0.000;-2.822400;0.000000;2.827200;-0.000706;0.000212;0.001838;0.003593
24.500;-2.000;0.000;0.047;-0.782;0.000;24.547;-2.782;0.000;-1.881600;0.000000;2.923200;-0.000470;0.000141;0.001900;0.003220
24.500;-1.000;0.000;0.024;-0.782;0.000;24.524;-1.782;0.000;-0.940800;0.000000;2.980800;-0.000235;0.000071;0.001938;0.002998
24.500;0.000;0.000;0.000;-0.781;0.000;24.500;-0.781;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
24.500;1.000;0.000;-0.024;-0.782;0.000;24.476;0.218;0.000;0.940800;0.000000;2.980800;0.000235;-0.000071;0.001938;0.002998
24.500;2.000;0.000;-0.047;-0.782;0.000;24.453;1.218;0.000;1.881600;0.000000;2.923200;0.000470;-0.000141;0.001900;0.003220
24.500;3.000;0.000;-0.071;-0.782;0.000;24.429;2.218;0.000;2.822400;0.000000;2.827200;0.000706;-0.000212;0.001838;0.003593
24.500;4.000;0.000;-0.094;-0.782;0.000;24.406;3.218;0.000;3.763200;0.000000;2.692800;0.000941;-0.000282;0.001750;0.004127
24.500;5.000;0.000;-0.118;-0.782;0.000;24.382;4.218;0.000;4.704000;0.000000;2.520000;0.001176;-0.000353;0.001638;0.004830
24.500;6.000;0.000;-0.142;-0.783;0.000;24.358;5.217;0.000;5.644800;0.000000;2.308800;0.001411;-0.000423;0.001501;0.005715
24.500;7.000;0.000;-0.166;-0.783;0.000;24.334;6.217;0.000;6.585600;0.000000;2.059200;0.001646;-0.000494;0.001338;0.006799
24.500;8.000;0.000;-0.190;-0.784;0.000;24.310;7.216;0.000;7.526400;0.000000;1.771200;0.001882;-0.000564;0.001151;0.008100
24.500;9.000;0.000;-0.215;-0.784;0.000;24.285;8.216;0.000;8.467200;0.000000;1.444800;0.002117;-0.000635;0.000939;0.009640
24.500;10.000;0.000;-0.239;-0.785;0.000;24.261;9.215;0.000;9.408000;0.000000;1.080000;0.002352;-0.000706;0.000702;0.011443
24.500;11.000;0.000;-0.264;-0.786;0.000;24.236;10.214;0.000;10.348800;0.000000;0.676800;0.002587;-0.000776;0.000440;0.013536
24.500;12.000;0.000;-0.289;-0.787;0.000;24.211;11.213;0.000;11.289600;0.000000;0.235200;0.002822;-0.000847;0.000153;0.015950
25.500;-12.000;0.000;0.286;-0.761;0.000;25.786;-12.761;0.000;-11.750400;0.000000;0.235200;-0.002938;0.000881;0.000153;0.017277
25.500;-11.000;0.000;0.261;-0.761;0.000;25.761;-11.761;0.000;-10.771200;0.000000;0.676800;-0.002693;0.000808;0.000440;0.014651
25.500;-10.000;0.000;0.237;-0.760;0.000;25.737;-10.760;0.000;-9.792000;0.000000;1.080000;-0.002448;0.000734;0.000702;0.012364
25.500;-9.000;0.000;0.212;-0.759;0.000;25.712;-9.759;0.000;-8.812800;0.000000;1.444800;-0.002203;0.000661;0.000939;0.010387
25.500;-8.000;0.000;0.188;-0.758;0.000;25.688;-8.758;0.000;-7.833600;0.000000;1.771200;-0.001958;0.000588;0.001151;0.008690
25.500;-7.000;0.000;0.164;-0.758;0.000;25.664;-7.758;0.000;-6.854400;0.000000;2.059200;-0.001714;0.000514;0.001338;0.007251
25.500;-6.000;0.000;0.141;-0.757;0.000;25.641;-6.757;0.000;-5.875200;0.000000;2.308800;-0.001469;0.000441;0.001501;0.006047
25.500;-5.000;0.000;0.117;-0.757;0.000;25.617;-5.757;0.000;-4.896000;0.000000;2.520000;-0.001224;0.000367;0.001638;0.005060
25.500;-4.000;0.000;0.093;-0.757;0.000;25.593;-4.757;0.000;-3.916800;0.000000;2.692800;-0.000979;0.000294;0.001750;0.004274
25.500;-3.000;0.000;0.070;-0.756;0.000;25.570;-3.756;0.000;-2.937600;0.000000;2.827200;-0.000734;0.000220;0.001838;0.003676
25.500;-2.000;0.000;0.047;-0.756;0.000;25.547;-2.756;0.000;-1.958400;0.000000;2.923200;-0.000490;0.000147;0.001900;0.003257
25.500;-1.000;0.000;0.023;-0.756;0.000;25.523;-1.756;0.000;-0.979200;0.000000;2.980800;-0.000245;0.000073;0.001938;0.003008
25.500;0.000;0.000;0.000;-0.756;0.000;25.500;-0.756;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
25.500;1.000;0.000;-0.023;-0.756;0.000;25.477;0.244;0.000;0.979200;0.000000;2.980800;0.000245;-0.000073;0.001938;0.003008
25.500;2.000;0.000;-0.047;-0.756;0.000;25.453;1.244;0.000;1.958400;0.000000;2.923200;0.000490;-0.000147;0.001900;0.003257
25.500;3.000;0.000;-0.070;-0.756;0.000;25.430;2.244;0.000;2.937600;0.000000;2.827200;0.000734;-0.000220;0.001838;0.003676
25.500;4.000;0.000;-0.093;-0.757;0.000;25.407;3.243;0.000;3.916800;0.000000;2.692800;0.000979;-0.000294;0.001750;0.004274
25.500;5.000;0.000;-0.117;-0.757;0.000;25.383;4.243;0.000;4.896000;0.000000;2.520000;0.001224;-0.000367;0.001638;0.005060
